year,ein,object_id,taxpayer_name,name,business_name1,business_name2,title,org_comp,related_comp,other_cmp,form,source,IndvdlTrstOrDrctrInd,InstttnlTrstInd,OffcrInd,KyEmplyInd,HghstCmpnstdEmplyInd,FrmrOfcrDrctrTrstInd
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,DOUG PIPER,,,DIRECTOR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,TERRY PORTER,,,DIRECTOR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,STEVEN PREWITT,,,DIRECTOR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,JOSEPH E ROBERTSON,,,DIRECTOR,0,1679394,112132,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,SASHA ROIZ,,,DIRECTOR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,KELLY L SCHRADER,,,DIRECTOR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,TODD STUCKY,,,DIRECTOR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,BRYAN L TIMM,,,DIRECTOR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,SOHRAB S VOSSOUGHI,,,DIRECTOR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,J C WESSEL,,,DIRECTOR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,DR CANDACE D YOUNG,,,DIRECTOR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,L KEITH TODD,,,PRESIDENT,0,576026,61052,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930579589,201711089349301261,DOERNBECHER CHILDRENS HOSPITAL FOUNDATION,MARY TURINA,,,VICE PRESIDENT,0,295322,63940,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,JANICE MARQUIS,,,PRESIDENT,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,LINDA HIGGONS,,,VICE PRESIDENT,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,SCOTT STEVENS,,,TREASURER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,MIKE WELLS,,,SECRETARY,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,DAVID HORSTKOTTE,,,PAST PRESIDENT,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,DOUG DAWLEY MD,,,PAST VICE PRESIDENT,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,ROBERT NUNN,,,PAST TREASURER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,SCOTT SAKAMOTO,,,PAST SECRETARY,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,TODD HUSBAND,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,LAURA MARTIN,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,MARLIS MILLER,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,ROBERT RADLER,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,JOHN HELMER II,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,D'ANNE O'NEILL,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,DAVE BREZINSKI,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,GRANT YOSHIHARA,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,NORMAN RICH,,,GENERAL MANAGER,555688,0,61322,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,TIM ARBOGAST,,,ASST GENERAL MANAGER/CFO,238880,0,44798,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,PHILIPPE BOULOT,,,EXECUTIVE CHEF,218092,0,28343,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,EDWARD STONER,,,ATHLETIC DIRECTOR,196150,0,26909,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,WALDEMAR HOLOWETZKI,,,TENNIS PROFESSIONAL,159797,0,16560,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,CAMERON MCMURRY,,,FOOD & BEVERAGE DIRECTOR,142725,0,25772,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930232310,201721299349300247,MULTNOMAH ATHLETIC CLUB,ELSA LEMOINE,,,FACILITIES DIRECTOR,133523,0,12845,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,KIM BRATER,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,KENDALL CLAWSON,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,DIONE FUGERE,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,RICK HANSON,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,SALLY MANAFI,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,MIKE MORSE,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,DR MIKE NEWCOMB,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,MICHAEL PAULSEN,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,DAN RYAN,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,TOFF WILLIAMS,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,LAURA K LEE DELLINGER,,,CHAIR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,SAVANNAH PAZ,,,VICE-CHAIR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,MIKE LARSON,,,TREASURER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,MARYBETH CRUZ,,,SECRETARY,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,KIM SCOTT,,,PRESIDENT AND CEO,360547,0,28390,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,BRIAN ALLBRITTON,,,CFO,239055,0,8200,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,CINDY SMITH,,,MEDICAL DIRECTOR,275547,0,17040,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,KEITH CHENG,,,CHIEF MEDICAL OFFICER,268202,0,13719,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,DAVID JEFFREY,,,PSYCHIATRIST,315839,0,1014,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,BENJAMIN ADLER,,,PSYCHIATRIST,203827,0,9685,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,KAREN BROOKS,,,PSYCHIATRIST,203453,0,14891,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,LISA KANE,,,CHIEF ADMINISTRATIVE OFFICER,185582,0,15121,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930386966,201721319349305672,TRILLIUM FAMILY SERVICES,SANDY BOYLE,,,CHIEF STRATEGY OFFICER,166654,0,13658,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,916034674,201711319349302566,ALASKA TEAMSTER EMPLOYER WELFARE TRUST,WILLIAM PIERCE,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,916034674,201711319349302566,ALASKA TEAMSTER EMPLOYER WELFARE TRUST,RICK BOYLES,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,916034674,201711319349302566,ALASKA TEAMSTER EMPLOYER WELFARE TRUST,DEREK MUSTO,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,916034674,201711319349302566,ALASKA TEAMSTER EMPLOYER WELFARE TRUST,MARION DAVIS,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,916034674,201711319349302566,ALASKA TEAMSTER EMPLOYER WELFARE TRUST,SCOTT DEPAEPE,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,916034674,201711319349302566,ALASKA TEAMSTER EMPLOYER WELFARE TRUST,TODD HENDERSON,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,916034674,201711319349302566,ALASKA TEAMSTER EMPLOYER WELFARE TRUST,BARBARA HUFF-TUCKNESS,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,916034674,201711319349302566,ALASKA TEAMSTER EMPLOYER WELFARE TRUST,FRANK MONFREY,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,GREG DELWICHE,,,CHAIR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,DEB YOUNG,,,VICE CHAIR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,MARGIE HARRIS,,,SECRETARY,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JOHN FRANCISCO,,,TREASURER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,LARRY BLAUFUS,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JOHN CHATBURN,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,KEVIN CHRISTIE,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,THERESA DRAKE,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JASON EISDORFER,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,ANDREW GRASSELL,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,GARY HUHTA,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,BOB JENKS,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,MIKE JONES,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,TOM KARIER,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,GARRETT MARTIN,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,MIKE MCCLENAHAN,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,CHRIS ROBINSON,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,CORY SCOTT,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,BOB STOLARSKI,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JIM WEST,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,SUSAN STRATTON,,,EXECUTIVE DIRECTOR,203266,0,43285,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,SUELYNN CALLAHAN,,,DIR. BUSINESS ADMINISTRATION,137443,0,31860,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JULIA HARPER,,,DIR. MARKET EXECUTION,172646,0,35517,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,SUSAN HERMENET,,,DIR. PLANNING & EVALUATION,168694,0,30603,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JEFF HARRIS,,,CHIEF TRANSFORMATION OFFICER,156346,0,39066,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,SEPIDEH REZANIA,,,SR. MANAGER COMMERCIAL,126264,0,33572,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,931228867,201642229349301644,NORTHWEST ENERGY EFFICIENCY ALLIANCE,MARK REHLEY,,,SR. MANAGER TECH/PRODUCT MGMT,122557,0,35933,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,BOB STOLARSKI,,,CHAIR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,DEB YOUNG,,,VICE CHAIR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,MARGIE HARRIS,,,SECRETARY,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JOHN FRANCISCO,,,TREASURER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,LARRY BLAUFUS,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JOHN CHATBURN,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,KEVIN CHRISTIE,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,MICHAEL COSGROVE,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,THERESA DRAKE,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JASON EISDORFER,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,MARK GENDRON,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,ANDREW GRASSELL,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,GARY HUHTA,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,BOB JENKS,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,MIKE JONES,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,TOM KARIER,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,GARRETT MARTIN,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,MIKE MCCLENAHAN,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,CLAY NORRIS,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,BEN OTTO,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,GEORGE POHNDORF,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,CORY SCOTT,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,SUSAN STRATTON,,,EXECUTIVE DIRECTOR,216909,0,58869,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,SUELYNN CALLAHAN,,,DIR. BUSINESS ADMINISTRATI,151089,0,34659,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JULIA HARPER,,,DIR. MARKET EXECUTION,182326,0,38090,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,SUSAN HERMENET,,,DIR. PLANNING & EVALUATION,179129,0,32823,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JEFF HARRIS,,,CHIEF TRANSFORMATION OFFICER,162393,0,41720,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,JEREMY LITOW,,,DIR. STAKEHOLDER RELATIONS,163720,0,38739,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,931228867,201702899349301755,NORTHWEST ENERGY EFFICIENCY ALLIANCE,KENNETH BAKER,,,SENIOR MANAGER,138940,0,28633,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,910973983,201732219349301578,LOCAL UNION 598 PLUMBING AND PIPEFIT INDUSTRY HEALTH AND WELFARE FUND,RANDALL WALLI,,,TRUSTEE/CHAI,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,910973983,201732219349301578,LOCAL UNION 598 PLUMBING AND PIPEFIT INDUSTRY HEALTH AND WELFARE FUND,MACK BLAND III,,,TRUSTEE/SECR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,910973983,201732219349301578,LOCAL UNION 598 PLUMBING AND PIPEFIT INDUSTRY HEALTH AND WELFARE FUND,MARTIN GREGG,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,910973983,201732219349301578,LOCAL UNION 598 PLUMBING AND PIPEFIT INDUSTRY HEALTH AND WELFARE FUND,DON JARRETT,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,910973983,201732219349301578,LOCAL UNION 598 PLUMBING AND PIPEFIT INDUSTRY HEALTH AND WELFARE FUND,WAYNE GOHL,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,910973983,201732219349301578,LOCAL UNION 598 PLUMBING AND PIPEFIT INDUSTRY HEALTH AND WELFARE FUND,MACK BLAND IV,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,910973983,201732219349301578,LOCAL UNION 598 PLUMBING AND PIPEFIT INDUSTRY HEALTH AND WELFARE FUND,MARK MOKLER,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,910973983,201732219349301578,LOCAL UNION 598 PLUMBING AND PIPEFIT INDUSTRY HEALTH AND WELFARE FUND,JAMES MILLBAUER,,,TRUSTEE,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,ERIC ROSENFELD,,,CHAIR,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,STUART ELLIS,,,SECRETARY,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,ELIZABETH STEINER HAYWARD,,,MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,BART EBERWEIN,,,MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,JOHN KROGER,,,MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,TINA LEE LAM,,,MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,PUNIT RENJEN,,,MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,JIM SKUTT,,,TREASURER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,TOM SHIPLEY,,,MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,KAYCEE WIITA,,,MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,GREG DUFAULT,,,MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,OWEN GABBERT,,,MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,TIM BAZEMORE,,,HEAD OF SCHOOL,384333,0,50998,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,AZIN VAN ALEBEEK,,,MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930386804,201720129349301312,CATLIN GABEL SCHOOL,CRAIG HARTZMAN,,,MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
