period,ein,object_id,taxpayer_name,name,business_name1,business_name2,title,org_comp,related_comp
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,RUSSELL THOMAS,,,FORMER President/CEO,,822188
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,Joo Elliot,,,Physician,1180071,
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,Tella Mallik,,,Physician,913846,
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,Molloy Thomas,,,Physician,830266,
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,Alhumaid Fawaz,,,Physician,728467,
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,Crespo Sergio,,,Physician,604817,
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,REINER SCOTT,,,Dir/Chair,,1787699
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,WING BILL,,,Dir/VCh/AsstSec,,1473888
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,JOBE MEREDITH,,,Secretary,,631418
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,WAGNER JACK,,,Asst Secretary,,1097949
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,WEHTJE RODNEY,,,Asst Treasurer,,649999
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,NEWMYER JOYCE,,,President/CEO,,786517
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,PERRY MARK,,,Treas/VPFin,,1534627
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,WELCH DONALD,,,Treas/Asst Sec,,281202
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,BENFIELD RONALD,,,Interim VP Fin,,532997
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,KINZER STEVEN,,,CEO PAMG,,458539
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,NUTTER LUCINDA,,,CNO,,316711
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,RUSSELL DAVID,,,Sr VP/COO,,420512
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,BROWER DORANE,,,VP Integrated Phys & Hlth Plan Svcs,,199581
201606,911148123,201700309349301180,MERCY CORPS,Neal Keny-Guyer,,,Chief Executive Officer,475223,0
201606,911148123,201700309349301180,MERCY CORPS,Beth deHamel,,,Chief Financial Officer,247127,0
201606,911148123,201700309349301180,MERCY CORPS,Jeremiah Centrella,,,Assistant Corp. Secretary,170600,0
201606,911148123,201700309349301180,MERCY CORPS,Craig Redmond,,,Senior Vice President - Programs,246490,0
201606,911148123,201700309349301180,MERCY CORPS,Jeremy Barnicle,,,Chief Development & Communications Officer,224971,0
201606,911148123,201700309349301180,MERCY CORPS,Dara Royer,,,Chief Development & Marketing Officer,212235,0
201606,911148123,201700309349301180,MERCY CORPS,Paul Hart,,,SVP for Global Partnerships and Alliances,150625,0
201606,911148123,201700309349301180,MERCY CORPS,Andrea Koppel-Pollack,,,VP Global Engagement and Policy,222526,0
201606,911148123,201700309349301180,MERCY CORPS,Sarah Mignon Mazique,,,Executive Counselor,214000,0
201606,911148123,201700309349301180,MERCY CORPS,Randolph Martin,,,Director for Partnership Development - East Asia,366507,0
201606,911148123,201700309349301180,MERCY CORPS,Stephen Claborne,,,Country Director,222020,0
201606,911148123,201700309349301180,MERCY CORPS,Peter Loach,,,Chief of Party/Country Director,204953,0
201606,911148123,201700309349301180,MERCY CORPS,Steve Mitchell,,,Vice President - Financial Services,217218,0
201606,911148123,201700309349301180,MERCY CORPS,Nilan Fernando,,,Country Director,189217,0
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,ANTHONY J MELARAGNO,,,FORMER CAO,,604102
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,CAROL A BRADLEY,,,SR VP,,513906
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,ERIC I JONES MD,,,MEDICAL DIRECTOR,378410,
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,EVERETT NEWCOMB III MD,,,SR VP,,1055035
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,GEORGE J BROWN MD,,,President & CEO,,2278868
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,JAMES T ROSENBAUM MD,,,PHYSICIAN,404833,
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,JOHN J KENAGY,,,SR VP,,614432
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,JONATHAN E AVERY,,,CAO,581450,
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,JONATHAN HILL MD,,,BOARD DIRECTOR,,413763
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,LEWIS L LOW MD,,,SR VP,,693263
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,LINDA S HOFF,,,CFO & TREASURER,,838827
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,MAUREEN A BRADLEY,,,SR VP,,391624
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,ROBERT E DEWITT,,,SR VP & SEC,,484383
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,SONJA O STEVES,,,SR VP,,498289
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,STEPHEN R JONES MD,,,VP,152020,
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,THOMAS F SCHRATTENHOLZER MD,,,PHYSICIAN,402771,
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,TRENT S GREEN,,,SR VP,,659525
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,VALERIE JHALPIN MD,,,PHYSICIAN,401590,
201603,930386793,201720469349303292,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,VIKEN DOUZDJIAN MD,,,MEDICAL DIRECTOR,605490,
201606,930386908,201710459349301736,REED INSTITUTE,John R Kroger,,,President,445532,0
201606,930386908,201710459349301736,REED INSTITUTE,Hugh Porter,,,VP/College Relations,331884,0
201606,930386908,201710459349301736,REED INSTITUTE,Lorraine Arvin,,,VP and Treasurer,300969,0
201606,930386908,201710459349301736,REED INSTITUTE,Nigel J Nicholson,,,Dean of the Faculty,242327,0
201606,930386908,201710459349301736,REED INSTITUTE,Michael Brody,,,VP & Dean of Student Services,225594,0
201606,930386908,201710459349301736,REED INSTITUTE,Milyon Trulove,,,VP and Dean of Admission and Financial Aid,200201,0
201606,930386908,201710459349301736,REED INSTITUTE,Martin Ringle,,,Chief Tech Officer,227068,0
201606,930386908,201710459349301736,REED INSTITUTE,Jan E Kurtz,,,Director of Development,186383,0
201606,930386908,201710459349301736,REED INSTITUTE,Tracy Frantel,,,Controller,183141,0
201606,930386908,201710459349301736,REED INSTITUTE,James Pommersheim,,,Professor,181390,0
201606,930386908,201710459349301736,REED INSTITUTE,Amanda Heaton,,,Executive Director of Communications and Public Affairs,182450,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Barry Glassner,,,PRESIDENT,493932,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Hal Abrams,,,VP FOR INSTITUTIONAL ADVANCEMENT,265996,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Carl Vance,,,CHIEF INVESTMENT OFFICER,253957,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,David Ellis,,,"VP, SECRETARY AND GENERAL COUNSEL",233758,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Jane Atkinson,,,VP AND PROVOST,244748,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Jennifer Johnson,,,DEAN OF THE LAW SCHOOL,323332,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Earl Fletcher,,,DEAN OF THE GRADUATE SCHOOL,193447,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Susan Mandiberg,,,PROFESSOR OF LAW,243358,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Anna Gonzalez,,,DEAN OF STUDENTS,218326,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Nicholas Smith,,,PROFESSOR OF HUMANITIES,218645,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Lisa Meyer,,,DEAN OF ENROLLMENT AND COMMUNICATION,209638,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Douglas Newell,,,PROFESSOR OF LAW,205044,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Julio de Paula,,,FORMER DEAN OF CAS,221586,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Robert Klonoff,,,FORMER DEAN OF LAW SCHOOL,188259,0
201605,930386858,201730979349300423,LEWIS AND CLARK COLLEGE,Jane Hunter,,,FORMER INTERIM DEAN OF CAS,161650,0
201603,237426300,201710469349303236,LEGACY HEALTH,AISHA B FURBACH,,,VP,252470,
201603,237426300,201710469349303236,LEGACY HEALTH,AMY CHAUMETON MD,,,DIRECTOR,375680,
201603,237426300,201710469349303236,LEGACY HEALTH,ANTHONY J MELARAGNO MD,,,VP,604102,
201603,237426300,201710469349303236,LEGACY HEALTH,CAROL A BRADLEY,,,SR VP,513906,
201603,237426300,201710469349303236,LEGACY HEALTH,CHRISTIANE FARENTINOS MD,,,VP,209212,
201603,237426300,201710469349303236,LEGACY HEALTH,EVERETT NEWCOMB III MD,,,SR VP,1055035,
201603,237426300,201710469349303236,LEGACY HEALTH,GEORGE J BROWN MD,,,President & CEO,2278868,
201603,237426300,201710469349303236,LEGACY HEALTH,JOEL WRIGHT,,,RN,292742,
201603,237426300,201710469349303236,LEGACY HEALTH,JOHN J KENAGY,,,SR VP,614432,
201603,237426300,201710469349303236,LEGACY HEALTH,JON J HERSEN,,,VP,282013,
201603,237426300,201710469349303236,LEGACY HEALTH,JONATHAN HILL MD,,,BOARD DIRECTOR,11500,402263
201603,237426300,201710469349303236,LEGACY HEALTH,KATHY TRUONG,,,RN,282013,
201603,237426300,201710469349303236,LEGACY HEALTH,LAUREN FOOTE CHRISTENSEN,,,VP,195697,
201603,237426300,201710469349303236,LEGACY HEALTH,LEWIS L LOW MD,,,SR VP,693263,
201603,237426300,201710469349303236,LEGACY HEALTH,LINDA S HOFF,,,CFO & TREASURER,838827,
201603,237426300,201710469349303236,LEGACY HEALTH,MAUREEN A BRADLEY,,,SR VP,391624,
201603,237426300,201710469349303236,LEGACY HEALTH,MICHAEL TEWFIK MD,,,DIRECTOR,377838,
201603,237426300,201710469349303236,LEGACY HEALTH,MILROSE J MERCADO,,,VP,234865,
201603,237426300,201710469349303236,LEGACY HEALTH,PATRICIA M GIANELLI,,,DIRECTOR,305918,
201603,237426300,201710469349303236,LEGACY HEALTH,ROBERT E DEWITT,,,SR VP & SEC,484383,
201603,237426300,201710469349303236,LEGACY HEALTH,ROBERT WARNOCK MD,,,DIRECTOR,416810,
201603,237426300,201710469349303236,LEGACY HEALTH,SONJA O STEVES,,,SR VP,498289,
201603,237426300,201710469349303236,LEGACY HEALTH,THOMAS W BICKETT,,,VP,274726,
201603,237426300,201710469349303236,LEGACY HEALTH,TRENT S GREEN,,,SR VP,659525,
201603,237426300,201710469349303236,LEGACY HEALTH,WAYNE L CLARK,,,VP,333667,
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Eric Reveno,,,Men's Basketball Coach,488653,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Mojtaba Takallou,,,Associate Professor,235961,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Brian Adams,,,Professor,208052,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,J Bryce Strang,,,Sr Assoc VP for Development,199829,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Bahram Adrangi,,,Professor,190109,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Robin Anderson,,,Dean - Pamplin School of Business,279345,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Sharon Jones,,,Dean - Shiley School of Engineering,247825,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Michael Andrews,,,Dean - College of Arts and Sciences,207955,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Scott Leykam,,,Athletic Director,223145,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,John Watzke,,,Dean - School of Education,208262,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Joane Moceri,,,Dean - School of Nursing,181046,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Alan Timmins,,,Vice President - Financial Affairs,294463,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Thomas Greene,,,Provost,238119,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Laura Kelley,,,Vice President - University Relations,224981,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,James Ravelli,,,Vice President - University Operations,219238,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Rev Mark L Poorman CSC,,,President,409359,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Rev Gerard Olinger CSC,,,Vice President - University Relations,237635,0
201606,930401259,201730469349303193,UNIVERSITY OF PORTLAND,Zia Yamayee,,,Professor,154729,0
201512,931046399,201642849349300714,OCF JOSEPH E WESTON PUBLIC FOUNDATION,,MAX WILLIAMS,,TRUSTEE,0,409504
201512,931046399,201642849349300714,OCF JOSEPH E WESTON PUBLIC FOUNDATION,,ELIZABETH CAREY,,ASST. SECRETARY /TREASURER,0,234428
201609,931192140,201722279349300102,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,JOHN P PRESCOTT,,,PRESIDENT & CEO,663342,0
201609,931192140,201722279349300102,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,JON R WISSLER,,,VP & CFO,256977,0
201609,931192140,201722279349300102,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,ALEKA K SCOTT,,,VP CONTRACTS & TRANSMISSIO,244535,0
201609,931192140,201722279349300102,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,DANIEL JAMES,,,VP PUBLIC AFFAIRS,180619,0
201609,931192140,201722279349300102,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,MARGARET G RYAN,,,MGR MEMBER PROGRAMS/OP SER,171935,0
201609,931192140,201722279349300102,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,TERESA STUBBLEFIELD-SKREEN,,,SENIOR MGR OF HR & ADMIN,164115,0
201609,931192140,201722279349300102,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,STEVEN L KING,,,GENERATION RESOURCES MGR,177387,0
201609,931192140,201722279349300102,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,GREGORY MENDONCA,,,MANAGER POWER SUPPLY,161325,0
201609,931192140,201722279349300102,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,CHRISTOPHER HILL,,,GENERAL COUNSEL,153123,0
201512,930257765,201613149349301331,ONPOINT COMMUNITY CREDIT UNION,J HUNT,,,SVP/CHIEF FINANCIAL OFFICER,979746,0
201512,930257765,201613149349301331,ONPOINT COMMUNITY CREDIT UNION,K SCHRADER,,,SVP/CHIEF OPERATIONS/RISK OFFICER,1742583,0
201512,930257765,201613149349301331,ONPOINT COMMUNITY CREDIT UNION,R STUART,,,PRESIDENT,2350973,0
201512,930257765,201613149349301331,ONPOINT COMMUNITY CREDIT UNION,J ARMSTRONG,,,SVP/HUMAN RESOURCES & TECHNOLOGY,1786769,0
201512,930257765,201613149349301331,ONPOINT COMMUNITY CREDIT UNION,T MCVAY,,,SVP/RETAIL DELIVERY,2421714,0
201512,930257765,201613149349301331,ONPOINT COMMUNITY CREDIT UNION,A EMERSON,,,ONPOINT MORTGAGE MANAGER,379286,0
201512,930257765,201613149349301331,ONPOINT COMMUNITY CREDIT UNION,W KEITH,,,INVESTMENT SERVICES MANAGER,336218,0
201512,930257765,201613149349301331,ONPOINT COMMUNITY CREDIT UNION,V ERVIN,,,VP/COMPLIANCE,677266,0
201512,930257765,201613149349301331,ONPOINT COMMUNITY CREDIT UNION,C MILAM,,,VP/MEMBER SERVICES,891635,0
201512,930257765,201613149349301331,ONPOINT COMMUNITY CREDIT UNION,M MONTGOMERY,,,MORTGAGE LOAN OFFICER,293364,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,R Stuart,,,President/CEO,6178956,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,J Hunt,,,SVP/Chief Financial Officer,1273639,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,C Milam,,,SVP/Chief Lending Officer,246574,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,K Schrader SVPCHIEF,,,OPERATIONS/Risk Officer,470242,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,T McVay SVPCHIEF RETAIL,,,Officer & Wealth Mgt Exec,974616,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,J Armstrong SVPCHIEF INFO,,,Officer & HR Executive,823995,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,V Ervin,,,SVP/Chief Compliance Officer,267856,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,S Owen,,,SVP/Chief Operations Officer,631663,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,E Pratt,,,VP/Branch Manager,462048,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,A Emerson,,,VP/OnPoint Mortgage,557349,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,M Montgomery,,,Mortgage Loan Officer - Branch,341615,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,K Luidhardt,,,Mortgage Loan Officer - Branch,333723,0
201612,930257765,201713049349300436,ONPOINT COMMUNITY CREDIT UNION,T Reink MORTGAGE LOAN,,,Officer - Outside Sales,333113,0
201512,930386840,201602379349300130,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,MICHAEL MILLER,,,PRESIDENT,888948,
201512,930386840,201602379349300130,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,RICHARD KNOX,,,DIRECTOR OF FINANCE,365411,
201512,930386840,201602379349300130,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,BOB BARSOCCHINI,,,HR/LOSS CNTL,234283,
201512,930386840,201602379349300130,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,CHERYL FOLK,,,VOC SERVICES,227540,
201512,930386840,201602379349300130,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,CATHERINE HANNAM,,,SALES & MARKETING,223338,
201612,930386840,201732349349301203,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,MICHAEL MILLER,,,PRESIDENT,894466,
201612,930386840,201732349349301203,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,RICHARD KNOX,,,DIRECTOR OF FINANCE,316452,
201612,930386840,201732349349301203,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,CHERYL FOLK,,,VOC SERVICES,260846,
201612,930386840,201732349349301203,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,BOB BARSOCCHINI,,,HR/LOSS CNTL,261780,
201612,930386840,201732349349301203,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,CATHERINE HANNAM,,,SALES & MARKETING,254932,
201606,930391563,201720489349300232,CONCORDIA UNIVERSITY,Charles Schlimpert,,,President,341536,0
201606,930391563,201720489349300232,CONCORDIA UNIVERSITY,Cathy Silak,,,Dean of Law,219230,0
201606,930391563,201720489349300232,CONCORDIA UNIVERSITY,Joseph Mannion,,,Chief Collaboration Officer,212738,0
201606,930391563,201720489349300232,CONCORDIA UNIVERSITY,Johnnie Driessner,,,Executive Vice President,211718,0
201606,930391563,201720489349300232,CONCORDIA UNIVERSITY,Mark Wahlers,,,Provost,217839,0
201606,930391563,201720489349300232,CONCORDIA UNIVERSITY,Dennis Stoecklin,,,Chief Financial Officer,207453,0
201606,930391563,201720489349300232,CONCORDIA UNIVERSITY,Jilma Meneses,,,Chief Operating Officer and Legal Counsel,207369,0
201606,930391563,201720489349300232,CONCORDIA UNIVERSITY,Greg Sergienko,,,Assistant Dean of Law,208650,0
201612,931313663,201701359349304615,ENERGY TRUST OF OREGON INC,MARGIE HARRIS,,,EXECUTIVE DIRECTOR,251430,0
201612,931313663,201701359349304615,ENERGY TRUST OF OREGON INC,FRED GORDON,,,DIRECTOR OF PLANNING & EVA,183850,0
201612,931313663,201701359349304615,ENERGY TRUST OF OREGON INC,STEVE LACEY,,,DIRECTOR OF OPERATIONS,190484,0
201612,931313663,201701359349304615,ENERGY TRUST OF OREGON INC,DEBORAH MENASHE,,,GENERAL COUNSEL,176295,0
201612,931313663,201701359349304615,ENERGY TRUST OF OREGON INC,SCOTT CLARK,,,IT DIRECTOR,173355,0
201612,931313663,201701359349304615,ENERGY TRUST OF OREGON INC,PETER WEST,,,ENERGY PROGRAMS DIRECTOR,189237,0
201609,930878944,201711099349300736,MEDICAL TEAMS INTERNATIONAL,JEFFREY PINNEO,,,FORMER CEO,207764,
201609,930878944,201711099349300736,MEDICAL TEAMS INTERNATIONAL,JON BEIGHLE,,,VP MARKETING & DEV.,173983,
201609,930878944,201711099349300736,MEDICAL TEAMS INTERNATIONAL,PAMELA S BLIKSTAD,,,VP/CFO,158579,
201609,930878944,201711099349300736,MEDICAL TEAMS INTERNATIONAL,JOSEPH DICARLO,,,VP PROGRAMS,150578,
201609,930878944,201711099349300736,MEDICAL TEAMS INTERNATIONAL,DOUG FOUNTAIN,,,VP OPERATIONS SUP.,154040,
201606,930619733,201740469349303004,PORTLAND STATE UNIVERSITY FOUNDATION,FRANCOISE BERTHET-AYLMER,,,FORMER PRESIDENT/CEO,407091,0
201606,930619733,201740469349303004,PORTLAND STATE UNIVERSITY FOUNDATION,PAUL CAREY,,,FORMER CFO,166214,0
201606,930619733,201740469349303004,PORTLAND STATE UNIVERSITY FOUNDATION,LISA GRAY,,,FORMER CHIEF OPERATING OFFICER,175691,0
201512,453321455,201613159349304371,OREGONS HEALTH CO-OP,Phil Jackson,,,President & CEO,152251,0
201512,453321455,201613159349304371,OREGONS HEALTH CO-OP,DR RALPH PROWS,,,Prior PRESIDENT & CEO,249183,0
201512,453321455,201613159349304371,OREGONS HEALTH CO-OP,Peggy Worley,,,CFO,157875,0
201512,453321455,201613159349304371,OREGONS HEALTH CO-OP,Peggy Grunden,,,Prior TREASURER & CFO,269488,0
201512,453321455,201613159349304371,OREGONS HEALTH CO-OP,William Donahue,,,Prior Director of Provider Services,154145,0
201512,453321455,201613159349304371,OREGONS HEALTH CO-OP,Colleen Nelson,,,Chief Compliance Officer,181753,0
201512,453321455,201613159349304371,OREGONS HEALTH CO-OP,Robert Sumner,,,Director of Sales,194650,0
201512,453321455,201613159349304371,OREGONS HEALTH CO-OP,Jeff Markle,,,Director of Member Experience,198023,0
201612,453321455,201741729349301034,OREGONS HEALTH CO-OP,Phil Jackson,,,President & CEO until 8/5/16,264445,0
201612,453321455,201741729349301034,OREGONS HEALTH CO-OP,Peggy Worley,,,CFO,212589,0
201612,453321455,201741729349301034,OREGONS HEALTH CO-OP,Peggy Grunden,,,TREASURER & CFO until 3/4/16,192802,0
201612,453321455,201741729349301034,OREGONS HEALTH CO-OP,Colleen Nelson,,,chief compliance officer,199017,0
201612,453321455,201741729349301034,OREGONS HEALTH CO-OP,Robert Sumner,,,Dir of Sales until 8/12/16,166432,0
201606,930785786,201603579349300325,OREGON FOOD BANK INC,SUSANNAH MORGAN,,,CHIEF EXECUTIVE OFFICER,180566,0
201606,930728816,201731359349305823,CENTRAL CITY CONCERN,EDWARD BLACKBURN,,,EXECUTIVE DIRECTOR,226025,0
201606,930728816,201731359349305823,CENTRAL CITY CONCERN,JOHN BISCHOF,,,MEDICAL DIRECTOR,244204,0
201606,930728816,201731359349305823,CENTRAL CITY CONCERN,PHILLIP SHAPIRO,,,PSYCHIATRIST,154833,0
201606,930728816,201731359349305823,CENTRAL CITY CONCERN,RACHEL SOLOTAROFF,,,CHIEF MEDICAL OFFICER,229949,0
201606,930728816,201731359349305823,CENTRAL CITY CONCERN,JESSICA GREGG,,,MEDICAL DIRECTOR - HOOPER,170527,0
201606,930728816,201731359349305823,CENTRAL CITY CONCERN,JAMIE MEYERS,,,SENIOR DIRECTOR,173887,0
201512,911829317,201612809349300541,FAMILYCARE HEALTH PLANS INC,JEFF HEATHERINGTON,,,PRESIDENT,0,657263
201512,911829317,201612809349300541,FAMILYCARE HEALTH PLANS INC,ROBIN TOLLE,,,DIRECTOR,223723,0
201606,930770054,201721359349311087,CASCADIA BEHAVIORAL HEALTHCARE,DERALD WALKER PHD,,,CEO,195585,0
201606,930770054,201721359349311087,CASCADIA BEHAVIORAL HEALTHCARE,JAMES CONOUR MD,,,PSYCHIATRIST,242209,0
201606,930770054,201721359349311087,CASCADIA BEHAVIORAL HEALTHCARE,PATRICIA GARDNER MD,,,PSYCHIATRIST,233337,0
201606,930770054,201721359349311087,CASCADIA BEHAVIORAL HEALTHCARE,NEIL FALK MD,,,ASSOCIATE DIRECTOR,196639,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,PATRICIA E SMITH,,,President/CEO/Treasurer,792779,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,Greg Spear,,,VP of Finance/CFO,365524,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,Jason Werts,,,COO,373385,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,Brian Irvine,,,VP of Information Technology/CIO,240665,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,Brian Devereux,,,VP of Lending,234628,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,Gayle Evans,,,VP of Human Resources,273017,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,Laurie Kresl,,,VP of Planning & Business,205402,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,Brian Alfano,,,VP of Member Services,192596,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,James Alexander,,,Chief Internal Auditor,226912,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,Kevin Smith,,,Network Operations Manager,154048,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,Bradley Goodenough,,,MRO,233065,0
201512,930243503,201643209349308504,UNITUS COMMUNITY CREDIT UNION,Kristian Kirkevold,,,MRO,169479,0
