EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
237239868,AMERICAN LEGION AUXILIARY,% PAM HOWARD,PO BOX 643,PRAIRIE CITY,OR,97869-0643,0964,19,9,1000,194610,1,00,319907000,5,01,201612,0,0,02,0,12,0,0,0,,106 PRAIRIE
237240503,RAINBOW VILLAGE APTS INC,,1250 RAINBOW DRIVE,SPRINGFIELD,OR,97477-2852,0000,03,3,1000,197512,1,16,380000000,1,01,201612,5,5,01,0,12,971226,600075,600075,,RAINBOW VILLAGE
237240728,ROGUE FLYFISHERS,% JON IVERSON,PO BOX 4637,MEDFORD,OR,97501-0186,0000,03,3,1280,197910,1,16,350351353,1,01,201612,0,0,02,0,12,0,0,0,,
237241451,JUNCTION CITY HISTORICAL SOCIETY,% KITTY GOODIN,PO BOX 451,JUNCTION CITY,OR,97448-0451,0000,03,3,2000,197302,1,15,059062060,1,01,201704,0,0,02,0,04,0,0,0,,
237241514,OREGON ATHLETIC COACHES ASSOCIATION,% PORTLAND PUBLIC SCHOOLS,222 1ST AVE W STE 220,ALBANY,OR,97321-2231,0000,06,3,2000,197302,2,00,298317000,5,01,201706,3,4,01,0,06,66869,291302,291302,,
237243156,EUGENE POLICE EMPLOYEES ASSOCIATION,,777 HIGH ST STE 120,EUGENE,OR,97401-2750,0000,05,3,0000,197311,2,00,920264000,5,01,201610,5,4,01,0,10,581474,224386,224386,,
237243193,OREGON CORINTHIAN SAILING ASSN,% ALAN BERGEN,PO BOX 28314,PORTLAND,OR,97228-8314,0000,04,3,3000,201405,2,00,288000000,5,01,201512,0,0,02,0,12,0,0,0,N60,
237243276,TEEN CHALLENGE INTERNATIONAL PACIFIC NORTWEST CENTERS,,PO BOX 609,LEBANON,OR,97355-0609,1678,03,9,7000,196408,1,10,001002029,1,01,,0,0,06,0,12,,,,,WASHINGTON
237245582,WESTERN CHRISTADELPHIAN BIBLE SCHOOL,% CHARLES DEIGHTON,14350 SW 100TH AVE,TIGARD,OR,97224-4900,2294,03,9,7000,197205,4,10,001000000,5,01,201612,0,0,06,0,12,0,0,0,,
237248522,BETHEL CHRISTIAN CHURCH,,2600 WOOD AVE,EUGENE,OR,97402-2528,0000,03,3,7000,197301,1,10,001000000,1,01,,0,0,06,0,06,,,,,
237248869,NATIONAL SOCIETY OF THE CHILDREN OF THE AMERICAN REVOLUTION,% DOROTHEA WHITE,661 SILVER CREEK DR,CENTRAL POINT,OR,97502-1901,2399,03,9,1200,197301,1,16,350059062,5,01,201612,0,0,02,0,12,0,0,0,,OREGON STATE SOCIETY
237249278,DISABLED AMERICAN VETERANS,% FRANK J BLAIR,344 8TH ST,SPRINGFIELD,OR,97477-4772,0557,04,9,3000,194206,1,00,264927160,5,01,201606,0,0,02,0,06,0,0,0,,42 SPRINGFIELD
237252240,HILLSBORO FEDERATED WOMENS CLUB,% REBECCA BALL,PO BOX 292,HILLSBORO,OR,97123-0292,0000,04,3,3000,197406,2,00,402408404,5,01,201706,0,0,02,0,06,0,0,0,,
237252328,LAMBDA CHI ALPHA FRATERNITY INC,,9525 SW SHADY PL,TIGARD,OR,97223-9151,0293,07,9,1000,194101,2,00,036000000,5,01,201706,6,3,02,0,06,1254210,46904,46904,,ALPHA LAMBDA ASSOC
237252406,GOOD SAMARITAN HOSPITAL FOUNDATION CORVALLIS,,PO BOX 1068,CORVALLIS,OR,97339-1068,0000,03,3,1000,197502,1,15,602179000,1,01,201612,8,6,01,0,12,10972700,4856574,1575060,E22I,
237253610,TABERNACLE MINISTRIES INC,,PO BOX 17392,PORTLAND,OR,97217-0392,0000,03,3,7000,197301,1,10,001000000,1,01,,0,0,06,0,09,,,,,
237253910,BAY AREA DISTRICT HOSPITAL AUXILIARY,,1775 THOMPSON RD,COOS BAY,OR,97420-2125,0000,03,3,1000,197306,1,16,151000000,1,01,201706,3,4,01,0,06,57311,103102,27714,,
237254045,MCKAY CREEK PARENTS CLUB,% KYLEE EVANS,1539 SW 44TH ST,PENDLETON,OR,97801-3713,0000,03,3,1000,201311,1,16,035059043,5,01,201606,0,0,02,0,06,0,0,0,B94,
237254097,INTEGRATED SUPPORTS FOR LIVING INC,,1880 FISHER RD NE,SALEM,OR,97305-1029,0000,03,3,1500,197711,1,15,380382000,1,01,201606,7,6,01,0,06,5356623,3521925,3515536,L20Z,
237255610,FIRST ASSEMBLY OF GOD,,835 S MAIN ST,PRINEVILLE,OR,97754-2737,1678,03,9,7000,196408,1,10,000000000,5,01,,0,0,06,0,03,,,,,
237256230,UNITY OF SALEM,,1777 FABRY RD SE,SALEM,OR,97306-1208,2062,03,9,2700,197002,1,10,059029000,5,01,,0,0,06,0,12,,,,,
237256802,LAUREL HILL CENTER INCORPORATED,,2145 CENTENNIAL PLZ,EUGENE,OR,97401-2421,0000,03,3,1000,197405,1,15,166566160,1,01,201606,8,7,01,0,06,12959121,8190943,4971750,F33Z,
237257390,HOLT INTERNATIONAL CHILDRENS SERVICES INC,% HOLT,250 COUNTRY CLUB RD,EUGENE,OR,97401-2231,0000,03,3,1200,197208,1,15,059000000,1,01,201609,8,8,01,0,09,20199715,26406347,25456380,P31,
237257400,PORTLAND OPERA GUILD,% MARY SVELA,PO BOX 25028,PORTLAND,OR,97298-0028,0000,03,3,2000,197303,1,15,119000000,5,01,201705,2,2,02,0,05,12861,13273,6322,,
237257713,BETHEL COLLEGE BOARD INC,% SANDRA ROHDE,6170 N PACIFIC HWY,RICKREALL,OR,97371-9720,0000,03,3,1000,200209,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,A80,
237258703,FLYFISHER FOUNDATION,,PO BOX 218,PORTLAND,OR,97207-0218,0000,03,3,2300,197507,1,15,061062000,1,01,201612,4,3,01,0,12,239320,63815,44265,,
237259232,NORTHWEST YEARLY MEETING OF FRIENDS FOUNDATION,% DAVID HAMPTON,200 N MERIDIAN ST,NEWBERG,OR,97132-2714,0000,03,3,1200,197308,1,16,059927602,1,01,201612,4,4,01,0,12,204046,136919,136919,T70Z,
237259489,SOCIETY OF NORTH AMERICAN GOLDSMITHS,,PO BOX 1355,EUGENE,OR,97440-1355,0000,03,3,1200,201005,1,16,566060000,1,01,201612,4,5,01,0,12,171601,798127,798127,P99,
237261431,SPRAGUE RIVER AMBULANCE SERVICE INC,% DAVID HARDMAN,PO BOX 51,SPRAGUE RIVER,OR,97639-0051,0000,03,3,1000,198501,1,16,158000000,1,01,201702,0,0,02,0,02,0,0,0,,
237261628,OREGON PEACE OFFICERS ASSOCIATION,% RICK IGOU,PO BOX 9211,BROOKS,OR,97305-0211,0000,06,3,2000,197306,2,00,205000000,5,01,201606,3,4,01,0,06,67190,227627,225085,,
237261957,OREGON INDEPENDENT AUTOMOBILE DEALERS ASSOCIATION,% PAULINE SILL,9150 SW PIONEER CT STE H,WILSONVILLE,OR,97070-9623,0000,06,3,2000,197304,2,00,919200265,1,01,201612,3,5,01,0,12,52548,533271,252267,,
237264915,COUNTRY CHURCH INC NONDENOMINATIONAL,,16975 S HIGHWAY 211,MOLALLA,OR,97038-7606,0000,03,3,7000,197305,1,10,001000000,1,01,,0,0,06,0,12,,,,,
237267584,CROSSROADS COMMUNITY,,PO BOX 429,STANFIELD,OR,97875-0429,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
237267830,COLUMBIA FIBERARTS GUILD,% SHERRIE MOOMEY,19645,PORTLAND,OR,97280-0000,0000,03,3,2000,197612,1,16,091123149,1,01,201710,0,0,02,0,10,0,0,0,,
237268660,LOUISIANA-PACIFIC FOUNDATION,,805 SW BROADWAY STE 740,PORTLAND,OR,97205-3344,0000,03,3,1000,197305,1,04,602040000,1,01,201612,5,4,00,1,12,691161,350776,,,
237269701,PACIFIC BIBLE CHURCH,,1562 SW 69TH ST,LINCOLN CITY,OR,97367-1119,0000,03,3,7000,197303,1,10,001000000,1,01,,0,0,06,0,12,,,,,
237269836,OREGON BUILDING CONGRESS,,9450 SW COMMERCE CIRCLE NO 260,WILSONVILLE,OR,97070-8855,0000,06,3,2000,197304,2,00,059566403,1,01,201612,2,4,01,0,12,21521,121542,121542,,
237270904,BRIDGE CHURCH OF GOD,% GEOFFREY LANDES,PO BOX 66042,PORTLAND,OR,97290-6042,2358,03,9,7000,197210,1,10,001000000,5,01,,0,0,06,0,07,,,,,2438
237272059,ROSE CITY LAB RETRIEVER CLUB INC,% GREG HUNTZINGER,30940 SW RIVER LANE RD,WEST LINN,OR,97068-8404,0000,04,3,3000,201001,2,00,000000000,1,01,201712,0,0,02,0,12,0,0,0,D60,
237272993,TUALATIN KENNEL CLUB INC,,12541 SE 131ST CT,CLACKAMAS,OR,97086-1684,0000,07,3,1000,199008,2,00,232000000,5,01,201612,3,4,01,0,12,63769,175968,175968,,
237274101,ANCIENT FREE & ACCEPTED MASONS OF OREGON,% LES GEREN,10552 SE REX ST,PORTLAND,OR,97266-6075,1101,10,9,1000,195010,1,00,150382265,5,01,201604,0,0,02,0,04,0,0,0,Y42,92 FAIRVIEW LODGE
237274735,CROOKED RIVER RANCH CLUB & MAINTENANCE ASSOCIATION,,5195 CLUBHOUSE ROAD,TERREBONNE,OR,97760-0000,0000,04,3,1000,199502,2,00,401000000,1,01,201704,6,6,01,0,04,3188648,2639978,2494284,,
237275327,BENAIAH CHAPEL INC,,7TH ST,TERREBONNE,OR,97760-0000,0000,03,3,7000,197307,1,10,001000000,1,01,,0,0,06,0,12,,,,,
237275617,HARNEY COUNTY SENIOR AND COMMUNITY SERVICES CENTER,,PO BOX 728,BURNS,OR,97720-0728,0000,03,3,1000,198512,1,15,575994000,1,01,201606,5,6,01,0,06,595932,1400112,1399602,P81,
237275642,OREGON ACADEMY OF SPEECH PATHOLOGY & AUDIOLOGY,% KATHY KOHAMA,PO BOX 3343,PORTLAND,OR,97208-3343,0000,06,3,2000,201602,2,00,059205000,5,01,201612,0,0,02,0,12,0,0,0,S41,
237278210,COBURG AREA CHAMBER OF COMMERCE,% DEBORAH STEWART TREASURER,PO BOX 8275,COBURG,OR,97408-1310,0000,06,3,3000,197311,2,00,200000000,1,01,201612,0,0,02,0,12,0,0,0,,
237279838,AWPPW LOCAL 13 BUILDING CORPORATION,,PO BOX 640,TOLEDO,OR,97391-0640,0000,02,3,1000,197303,2,00,399000000,1,01,201612,4,1,02,0,12,243847,10,10,,
237281893,FLORENCE SENIOR CENTER INC,% BETH JOHNSTON,PO BOX 2047,FLORENCE,OR,97439-0133,0000,03,3,1000,201407,1,16,059318575,1,01,201612,0,0,02,0,12,0,0,0,P81,
237281960,NICHIREN SHOSHU ACADEMY-WILLAMETTE,% KEM MCDOUGALL,2232 SW VERMONT ST,PORTLAND,OR,97219-9425,1912,03,9,7000,196801,1,10,001000000,5,01,,0,0,06,0,12,,,,,
237282699,OREGON FEDERATION OF BUSINESS AND PROFESSIONAL WOMENS CLUB,% KATHY BOOK,2504 NE DOUGLAS AVE,ROSEBURG,OR,97470-3719,0000,04,3,3000,193308,2,00,200205000,1,01,201605,0,0,02,0,05,0,0,0,,
237283106,CREATIVE ARTS COMMUNITY,,PO BOX 4958,PORTLAND,OR,97208-4958,0000,03,3,2000,197305,1,16,234995000,1,01,201610,3,4,01,0,10,87424,109518,104203,A25Z,
237283223,AMERICAN FEDERATION OF TEACHERS,,PO BOX 19389,PORTLAND,OR,97280-0389,0787,05,9,3000,196711,2,00,263264279,5,01,201506,5,6,01,0,06,562778,1200696,1200696,,2277 PORTLAND CC FACULTY FEDERATION
237283757,LIONS CLUB OF MERRILL OREGON,% INTERNATIONAL ASSOCIATION OF LION,PO BOX 734,MERRILL,OR,97633-0734,0000,04,3,3000,201710,2,00,088000000,1,01,201706,0,0,02,0,06,0,0,0,,
237283760,MILWAUKIE COVENANT CHURCH MILWAUKIE OR,,12201 SE LINWOOD AVE,MILWAUKIE,OR,97222-2924,2650,03,9,7000,197507,1,10,001000000,5,01,,0,0,06,0,01,,,,,EVANGELICAL COVENANT CHURCH
237285498,ASSOCIATION FOR RETARDED CITIZENS OF UMATILLA CO,,215 W ORCHARD AVE,HERMISTON,OR,97838-1738,0000,03,3,1200,196802,1,16,059160349,1,01,201612,3,4,01,0,12,57338,120724,44309,,
237286802,EUGENE HEARING & SPEECH CENTER FOUNDATION,,PO BOX 23310,EUGENE,OR,97402-0427,0000,03,3,1000,197306,1,17,927602000,2,01,201612,5,4,01,0,12,544293,257277,65308,E56Z,
237287018,UMPQUA COLLEGE FOUNDATION,,PO BOX 967,ROSEBURG,OR,97470-0226,0000,03,3,1000,197311,1,15,059040000,1,01,201606,8,7,01,0,06,15661752,8613983,1479855,,
237287219,EAST CASCADES AUDUBON SOCIETY,,PO BOX 565,BEND,OR,97709-0565,0000,03,3,2000,197407,1,15,123318379,5,01,201612,4,3,02,0,12,201615,40749,31627,C300,
237287607,INDEPENDENT ORDER OF ODD FELLOWS,% ELIZABETH MYERS,PO BOX 698,SHERWOOD,OR,97140-0698,0028,08,9,1000,197211,1,00,036382265,5,01,201606,0,0,02,0,12,0,0,0,,212 RAINBOW REBEKAH LODGE
237289373,SEASIDE MUSEUM & HISTORICAL SOCIETY,% KENNETH J WARD,570 NECANICUM DR,SEASIDE,OR,97138-6040,0000,03,3,2000,197402,1,15,060059062,1,01,201612,0,0,02,0,12,0,0,0,,
237290106,RIDGEWOOD DISTRICT IMPROVEMENT COMPANY,% ELAINE DINSEL TREASURER,1220 NW HEATHER DR,CORVALLIS,OR,97330-3011,0000,12,3,1000,201203,2,00,250000000,1,01,201704,0,0,02,0,04,0,0,0,Y22,
237290342,SISTERS OF REPARATION OF THE SACRED WOUNDS OF JESUS INC,,2120 SE 24TH AVE,PORTLAND,OR,97214-5504,0928,03,9,7000,194603,1,10,041044063,5,01,,4,4,06,0,12,,,,,
237291187,HOLLYWOOD SENIOR CENTER,,1820 NE 40TH AVE,PORTLAND,OR,97212-5308,0000,03,3,1000,197508,1,15,575000000,1,01,201606,6,5,01,0,06,1741766,898966,843873,P81Z,
237291202,QUINARY CLUB,% BOB KILLOUGH,19255 SW TUALASAUM DR,TUALATIN,OR,97062-6765,0000,07,3,1000,201109,2,00,319000000,1,01,201612,0,0,02,0,12,0,0,0,A62,
237291621,BAY AREA CHRISTIAN FELLOWSHIP,,1219 F ST,COOS BAY,OR,97420-4465,0000,03,3,7000,197406,1,10,001029000,1,01,,1,3,06,0,12,,,,,
237293199,LITTLE LEAGUE BASEBALL INC,% JEFF PINKERTON,PO BOX 13727,SALEM,OR,97309-1727,3158,03,9,1000,196701,1,15,321059000,1,01,201609,3,3,01,0,09,39412,72139,52790,,4370705 PARRISH LL
237293911,THE CORVALLIS KIWANIS FOUNDATION,% JAMES T SEARCY TREASURER,PO BOX 1602,CORVALLIS,OR,97339-1602,0000,03,3,1000,197310,1,15,349160000,1,01,201709,0,0,02,0,09,0,0,0,,
237294184,BEAUTIFUL SAVIOR LUTHERAN CHURCH,,2605 NW 13TH ST,CORVALLIS,OR,97330-3606,1773,03,9,7000,196601,1,10,001000000,5,01,,0,0,06,0,06,,,,,7106
237295574,BEAVERTON AREA LITTLE LEAGUE,,14780 SW OSPREY DR STE 370,BEAVERTON,OR,97007-8070,0000,03,3,1000,197403,1,16,318317328,1,01,201512,3,4,01,0,12,35326,110893,110893,,
237302084,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% KARL BURLINGAME,11825 NE KNOTT ST,PORTLAND,OR,97220-1737,0239,04,9,3000,196912,2,00,074076000,5,01,201706,0,0,02,0,06,0,0,0,,12811 PORTLAND HOLLYWOOD
237302688,JESCO CLUB INC,,340 BLAIR BLVD,EUGENE,OR,97402-4150,0000,03,3,1000,198511,1,16,573995000,1,01,201612,1,3,02,0,12,8967,45111,45111,G82Z,
237303154,FOUNDATION OF THE ROTARY CLUB OF FOREST GROVE,,PO BOX 125,FOREST GROVE,OR,97116-0125,0000,03,3,1200,197508,1,15,040297349,1,01,201606,4,4,01,0,06,162918,166433,78271,,
237303173,CHAMBER MUSIC SOCIETY OF OREGON,,PO BOX 2911,PORTLAND,OR,97208-2911,0000,03,3,2000,197508,1,15,090000000,1,01,201706,0,0,02,0,06,0,0,0,A68Z,
237304137,PORTLAND FINE ARTS GUILD,% RAYMOND L JALO,861 NE 70TH AVE,PORTLAND,OR,97213-5543,0000,03,3,2300,197505,1,15,090119000,5,01,201702,0,0,02,0,02,0,0,0,,
237304139,ROGUE VALLEY AUDUBON SOCIETY,,PO BOX 8597,MEDFORD,OR,97501-5097,0000,03,3,2000,197401,1,15,350379149,1,01,201701,0,0,02,0,01,0,0,0,,
237304402,LEAGUE OF WOMEN VOTERS OF OREGON,% KATHLEEN DONHAM,PO BOX 8555,MEDFORD,OR,97501-5055,2089,04,9,1000,197007,2,00,482000000,5,01,201703,0,0,02,0,03,0,0,0,,ROGUE VALLEY
237304448,MT SINAI CHURCH OF GOD IN CHRIST,,936 NE BEECH ST,PORTLAND,OR,97212-2133,0000,03,3,7000,197309,1,10,001000000,1,01,,0,0,06,0,12,,,,,
237305143,EMERALD EMPIRE GUN CLUB INC,,PO BOX 1225,SPRINGFIELD,OR,97477-0149,0000,04,3,3000,198404,2,00,149297000,1,01,201706,5,4,01,0,06,542711,149107,142547,,
237305309,BEREAN BIBLE CHURCH,,921 E 8TH ST,THE DALLES,OR,97058-2536,0000,03,3,7000,197308,1,10,001000000,1,01,,0,0,06,0,12,,,,,
237306102,ASHLAND BIBLE CHURCH,,400 DEAD INDIAN MEMORIAL RD,ASHLAND,OR,97520-9706,1668,03,9,7000,196407,1,10,001000000,5,01,,0,0,06,0,12,,,,,
237306453,HAUSER COMMUNITY CHURCH,,69411 WILDWOOD RD,NORTH BEND,OR,97459-8641,0000,03,3,7000,197401,1,10,001000000,1,01,201612,0,0,06,0,12,,,,,
237307111,ONE WAY MINISTRIES INC,,1410 W 13TH AVE,EUGENE,OR,97402-3958,0000,03,3,1270,197402,1,15,029000000,1,01,201612,0,0,02,0,12,0,0,0,,
237307498,NEW LIFE CRUSADES INC,% JAMES LAFOLETTE,30099 COUNTRY LN,HERMISTON,OR,97838-9320,0000,03,3,2700,197406,1,15,007029006,1,01,201509,0,0,02,0,09,0,0,0,,
237309413,CENTRAL POINT AREA CHAMBER OF COMMERCE,% COMMERC,650 PINE STREET,CENTRAL POINT,OR,97502-2400,0000,06,3,3000,201502,2,00,200919402,1,01,201706,3,3,01,0,06,48257,91833,81920,S41,
237309441,TRI CITY BAPTIST TEMPLE OF MILWAUKIE INC,,PO BOX 787,GLADSTONE,OR,97027-0787,0000,03,3,1700,197402,1,10,001000000,1,01,,0,0,06,0,12,,,,,
237309712,PENTECOSTAL LIGHTHOUSE OF GOD,% LARRY CRANE,PO BOX 25521,EUGENE,OR,97402-0457,0000,03,3,1000,197308,1,10,001000000,1,01,,0,0,06,0,12,,,,,
237309851,TEMPLE BUILDING COMPANY,% RONALD TERRY SECRETARY,627 SW 7TH ST,REDMOND,OR,97756-2711,0000,02,3,1000,197308,2,00,399000000,1,01,201612,0,0,02,0,12,0,0,0,,
237311222,PRINEVILLE MUSIC BOOSTERS INC,% RENEE MOSS,PO BOX 67,PRINEVILLE,OR,97754-0067,0000,03,3,1000,197505,1,16,043349030,1,01,201612,0,0,02,0,12,0,0,0,,
237312454,ALL WOODBURN AREA RESOURCES ENLISTED INC,% JON BETTS,PO BOX 551,WOODBURN,OR,97071-0551,0000,03,3,1200,197402,1,15,603569125,1,01,201612,0,0,02,0,12,0,0,0,,
237315205,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% TREASURER,PO BOX 441,HALFWAY,OR,97834-0441,0239,04,9,3000,194012,2,00,911520000,5,01,201712,4,3,02,0,12,133230,46916,18610,,12928 HALFWAY
237315378,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ARETA SCHOCK,PO BOX 1105,BROOKINGS,OR,97415-0028,0239,04,9,3000,194012,2,00,911520000,5,01,201706,0,0,02,0,06,0,0,0,,12881 BROOKINGS HARBOR
237315437,MULTNOMAH BAR ASSOCIATION,,620 SW 5TH AVE STE 1220,PORTLAND,OR,97204-1432,0000,06,3,2000,197310,2,00,205200000,1,01,201612,6,5,01,0,12,1491001,903432,903432,,
237315673,OREGON COMMUNITY FOUNDATION,,1221 SW YAMHILL ST STE,PORTLAND,OR,97205-2126,0000,03,3,1000,197311,1,15,903000000,1,01,201612,9,9,01,0,12,1672463945,436280577,88576386,T310,
237316276,OREGON 4-H FOUNDATION,% LINN COUNTY EXTENSION OFFICE,33630 MCFARLAND RD,TANGENT,OR,97389-9627,5946,03,9,2000,201401,1,15,149349000,1,01,201706,3,3,01,0,06,80894,89559,89559,O52,LINN COUNTY 4-H ASSOCIATION
237316863,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% BRIAN OLIVER,PO BOX 752,JOSEPH,OR,97846-0752,0239,04,9,3000,194012,2,00,911520000,5,01,201706,0,0,02,0,06,0,0,0,,12927 ENTERPRISE-JOSEPH LC
237316864,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% STANLEY SIMONSEN,PO BOX 1537,COTTAGE GROVE,OR,97424-0063,0000,03,3,1200,201507,1,16,911520000,1,01,201612,0,0,02,0,12,0,0,0,W99,12840 COTTAGE GROVE
237318340,OREGON ASSOCIATION OF TAX CONSULTANTS,,LOCAL,HILLSBORO,OR,97123-0000,8006,06,6,2000,197809,2,00,200205229,1,01,201606,4,4,01,0,06,361593,284347,250757,,TAX OREGON CHAPTER
237319427,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JUDY HAVENS,PO BOX 686,ROSEBURG,OR,97470-0137,0239,04,9,3000,194012,2,00,911520000,5,01,201606,4,4,01,0,06,136197,199374,37285,,12913 ROSEBURG
237319443,WAY WITHIN TRUTH CENTER,,445 SATRE ST,EUGENE,OR,97401-0000,0000,03,3,1700,197511,1,10,001000000,1,01,,0,0,06,0,08,,,,,
237319709,MARION POLK FOSTER ASSOCIATION,% GLENN W JACKSON,PO BOX 13875,SALEM,OR,97309-1875,0000,03,3,1000,197311,1,15,561328000,1,01,201706,2,1,02,0,06,10280,3447,3447,,
237321564,HARNEY COUNTY FARM BUREAU,% GABRIELLE JOHNSON,PO BOX 833,BURNS,OR,97720-0833,0000,05,3,1000,197311,2,00,059230000,1,01,201612,0,0,02,0,12,0,0,0,,
237322299,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,BAKER COUNTY SHRINE CLUB
237323502,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,% KEVIN BROADSWORD,PO BOX 624,PENDLETON,OR,97801-0624,0160,05,9,3000,195903,2,00,263000000,5,01,201609,0,0,02,0,09,0,0,0,J40,L2296 PENDLETON
237324109,JOHN LOWE BUTLER I 1808 FAMILY ASSOCIATION,% JOHN LOWE BUTLER VI,PO BOX E,ONTARIO,OR,97914-0106,0000,03,3,7000,197401,1,16,094000000,1,01,201705,0,0,02,0,05,0,0,0,,
237324136,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,% BRYAN EASLEY,3637 NE SANDY BLVD STE 100,PORTLAND,OR,97232-1978,0121,05,9,1000,194009,2,00,263264279,5,01,201612,4,4,01,0,12,137581,271276,271276,J40Z,315 LOCAL MAIL HANDLERS
237324190,AMERICAN FEDERATION OF TEACHERS,,1988 NEWMARK AVE,COOS BAY,OR,97420-2911,0787,05,9,3000,196711,2,00,263264279,5,01,201606,3,3,02,0,06,52819,40007,40007,,3190 SWOCC FEDERATION OF TEACHERS
237324219,SHRINERS INTERNATIONAL,% HILLAH SHRINERS,3581 LEAR WAY,MEDFORD,OR,97504-9759,0229,10,9,1000,194011,2,00,036000000,5,01,,0,0,02,0,12,,,,,DOUGLAS COUNTY SHRINE CLUB
237324222,SHRINERS INTERNATIONAL,% HILLAH SHRINERS,3581 LEAR WAY,MEDFORD,OR,97504-9759,0229,10,9,1000,194011,2,00,036000000,5,01,201312,0,0,02,0,12,0,0,0,,COOS COUNTY SHRINE CLUB
237324225,SHRINERS INTERNATIONAL,% HILLAH SHRINERS,3581 LEAR WAY,MEDFORD,OR,97504-9759,0229,10,9,1000,194011,2,00,036000000,5,01,,2,3,02,0,12,,,,,JOSEPHINE COUNTY SHRINE CLUB
237324947,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,TRI-COUNTY SHRINE CLUB
237324948,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,UNION COUNTY SHRINE CLUB
237324949,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,WALLOW A COUNTY SHRINE CLUB
237324951,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,YAMHILL COUNTY SHRINE CLUB
237324952,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,MID-COLUMBIA SHRINE CLUB
237324954,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,032000000,5,01,,0,0,02,0,12,,,,,MILTON-FREEWATER SHRINE CLUB
237324956,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,PENDLETON SHRINE CLUB
237324957,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,POLK COUNTY SHRINE CLUB
237324958,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,SANTIAM SHRINE CLUB
237324959,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,SNAKE RIVER SHRINE CLUB
237324960,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,TILLAMOOK COUNTY SHRINE CLUB
237324962,SHRINERS INTERNATIONAL,% AL KADER SHRINERS,25100 SW PARKWAY AVE,WILSONVILLE,OR,97070-9600,0229,10,9,1000,194011,1,00,036000000,5,01,,0,0,02,0,12,,,,,CLATSOP COUNTY SHRINE CLUB
